Taxon_name	Attribute
Natranaerobaculum	anaerobic
Natronotalea 	aerobic
Nitrosarchaeum	aerobic
Occallatibacter	aerobic
Oceanivirga	anaerobic
Orbus 	facultatively anaerobic
Ornatilinea	anaerobic
Paenalcaligenes	aerobic
Paeniglutamicibacter 	aerobic
Paludibaculum	facultatively anaerobic
Paludifilum	aerobic
Pelagirhabdus	facultatively anaerobic
Pelolinea	anaerobic
Pistricoccus	facultatively anaerobic
Polygonibacillus	anaerobic
Proteiniborus 	anaerobic
Pseudaestuariivita	aerobic
Pseudogracilibacillus	facultatively anaerobic
Pullulanibacillus	aerobic
Rhabdanaerobium	anaerobic
Rhizomicrobium	facultatively anaerobic
Robinsoniella	anaerobic
Rubritepida	aerobic
Rudaibacter	aerobic
Ruthenibacterium	anaerobic
Salinarimonas	facultatively anaerobic
Salinirussus	aerobic
Salinisphaera 	aerobic
Salinisphaera 	anaerobic
Salipaludibacillus 	facultatively anaerobic
Saliphagus	aerobic
Salirhabdus	aerobic
Salisaeta	aerobic
Sciscionella	aerobic
Silvibacterium	aerobic
Sinibacillus	facultatively anaerobic
Spiribacter	aerobic
Sporosalibacterium	anaerobic
Stenotrophobacter	aerobic
Sulfuricella 	facultatively anaerobic
Syntrophaceticus	anaerobic
Tellurimicrobium	aerobic
Telmatobacter 	facultatively anaerobic
Tepidamorphus	aerobic
Tepidanaerobacter	anaerobic
Tepidicella	aerobic
Tepidimicrobium	anaerobic
Tepidisphaera	facultatively anaerobic
Terracidiphilus	aerobic
Terrimicrobium 	aerobic
Texcoconibacillus 	aerobic
Thermodesulfitimonas	anaerobic
Thermoflexus 	facultatively anaerobic
Thermolongibacillus	aerobic
Thermotomaculum	anaerobic
Tistlia	aerobic
Truepera	aerobic
Umboniibacter	aerobic
Vicinamibacter	aerobic
